node,text,kind,Line,Column,Parental
1.2,1.2,CursorKind.UNEXPOSED_EXPR,6,14,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CASE_STMT()->CursorKind.RETURN_STMT()
mystery1.1,long long mystery1=0.1,CursorKind.VAR_DECL,8,17,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.DEFAULT_STMT()->CursorKind.DECL_STMT()
0.3,0.3,CursorKind.UNEXPOSED_EXPR,8,26,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.DEFAULT_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(mystery1)
mystery2.1,long long mystery2=1.1,CursorKind.VAR_DECL,9,17,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()
1.3,1.3,CursorKind.UNEXPOSED_EXPR,9,26,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(mystery2)
i.1,int i=2.1,CursorKind.VAR_DECL,10,16,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.DECL_STMT()
2.1,2.1,CursorKind.INTEGER_LITERAL,10,18,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(i)
<.1,<.1,CursorKind.BINARY_OPERATOR,10,21,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()
i.2,i.1,CursorKind.UNEXPOSED_EXPR,10,21,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.BINARY_OPERATOR()
n.3,n.2,CursorKind.UNEXPOSED_EXPR,10,23,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.BINARY_OPERATOR()
++i.1,++i.1,CursorKind.UNARY_OPERATOR,10,26,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()
i.3,i.2,CursorKind.DECL_REF_EXPR,10,28,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.UNARY_OPERATOR()
mystery3.1,long long mystery3=mystery1.1,CursorKind.VAR_DECL,11,19,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()
mystery1.2,mystery1.1,CursorKind.UNEXPOSED_EXPR,11,28,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.DECL_STMT()->CursorKind.VAR_DECL(mystery3)
=.1,=.1,CursorKind.BINARY_OPERATOR,13,9,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()
mystery2.2,mystery2.1,CursorKind.DECL_REF_EXPR,13,9,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.BINARY_OPERATOR()
mystery3.2,mystery3.1,CursorKind.UNEXPOSED_EXPR,13,18,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.BINARY_OPERATOR()
return.3,return.3,CursorKind.RETURN_STMT,15,7,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()
mystery2.3,mystery2.2,CursorKind.UNEXPOSED_EXPR,15,14,CursorKind.TRANSLATION_UNIT(stim24.cpp)->CursorKind.FUNCTION_DECL(operate)->CursorKind.COMPOUND_STMT()->CursorKind.SWITCH_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.RETURN_STMT()
