node,text,kind,Line,Column,Parental
"{
    if(num % 2 == 0 && num % 4 == 0){
      output += num * num * num;
    }
  }","{
    if(num % 2 == 0 && num % 4 == 0){
      output += num * num * num;
    }
  }",CursorKind.COMPOUND_STMT,5,26,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()
"if(num % 2 == 0 && num % 4 == 0){
      output += num * num * num;
    }",if,CursorKind.IF_STMT,6,5,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()
num % 2 == 0 && num % 4 == 0,==,CursorKind.BINARY_OPERATOR,6,8,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()
num % 2 == 0,==,CursorKind.BINARY_OPERATOR,6,8,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()
num % 2,%,CursorKind.BINARY_OPERATOR,6,8,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
num,num,CursorKind.UNEXPOSED_EXPR,6,8,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
num,num,CursorKind.DECL_REF_EXPR,6,8,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR(num)
2,2,CursorKind.INTEGER_LITERAL,6,14,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
0,0,CursorKind.INTEGER_LITERAL,6,19,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
num % 4 == 0,==,CursorKind.BINARY_OPERATOR,6,24,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()
num % 4,%,CursorKind.BINARY_OPERATOR,6,24,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
num,num,CursorKind.UNEXPOSED_EXPR,6,24,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
num,num,CursorKind.DECL_REF_EXPR,6,24,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR(num)
4,4,CursorKind.INTEGER_LITERAL,6,30,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
0,0,CursorKind.INTEGER_LITERAL,6,35,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
"{
      output += num * num * num;
    }","{
      output += num * num * num;
    }",CursorKind.COMPOUND_STMT,6,37,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()
output += num * num * num,+=,CursorKind.COMPOUND_ASSIGNMENT_OPERATOR,7,7,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()
output,output,CursorKind.DECL_REF_EXPR,7,7,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()
num * num * num,*,CursorKind.BINARY_OPERATOR,7,17,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()
num * num,*,CursorKind.BINARY_OPERATOR,7,17,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()
num,num,CursorKind.UNEXPOSED_EXPR,7,17,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
num,num,CursorKind.DECL_REF_EXPR,7,17,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR(num)
num,num,CursorKind.UNEXPOSED_EXPR,7,23,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
num,num,CursorKind.DECL_REF_EXPR,7,23,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR(num)
num,num,CursorKind.UNEXPOSED_EXPR,7,29,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()
num,num,CursorKind.DECL_REF_EXPR,7,29,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR(num)
return output,return,CursorKind.RETURN_STMT,10,3,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()
output,output,CursorKind.UNEXPOSED_EXPR,10,10,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.RETURN_STMT()
output,output,CursorKind.DECL_REF_EXPR,10,10,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.RETURN_STMT()->CursorKind.UNEXPOSED_EXPR(output)
