node,text,kind,Line,Column,Parental
2,2,CursorKind.INTEGER_LITERAL,7,12,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
0,0,CursorKind.INTEGER_LITERAL,7,17,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()
output,output,CursorKind.DECL_REF_EXPR,8,5,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()
1,1,CursorKind.UNEXPOSED_EXPR,8,14,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()
pow,"pow (i, 2.0)",CursorKind.CALL_EXPR,8,18,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()
i,i,CursorKind.UNEXPOSED_EXPR,8,23,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.CALL_EXPR(pow)
2.0,2.0,CursorKind.FLOATING_LITERAL,8,26,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.CALL_EXPR(pow)
output,output,CursorKind.DECL_REF_EXPR,10,5,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()
1,1,CursorKind.UNEXPOSED_EXPR,10,15,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()
pow,"pow (i, 2.0)",CursorKind.CALL_EXPR,10,19,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()
i,i,CursorKind.UNEXPOSED_EXPR,10,24,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.CALL_EXPR(pow)
2.0,2.0,CursorKind.FLOATING_LITERAL,10,27,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.FOR_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.CALL_EXPR(pow)
return,return,CursorKind.RETURN_STMT,13,3,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()
output,output,CursorKind.UNEXPOSED_EXPR,13,10,CursorKind.TRANSLATION_UNIT(stim18.cpp)->CursorKind.FUNCTION_DECL(compute)->CursorKind.COMPOUND_STMT()->CursorKind.RETURN_STMT()
