token,line,column,semantic,controlnum,feature,complexity,section,stimuli,pid
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.25,19,17
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.375,19,17
numbers.1,3,35,func_dec,0,dec,3,0.5,19,17
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.625,19,17
std.1_std::vector<int>.1,3,17,func_dec,0,dec,3,0.75,19,17
numbers.1,3,35,func_dec,0,dec,3,0.875,19,17
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,1.0,19,17
numbers.1,3,35,func_dec,0,dec,3,0.5,19,20
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,1.0,19,20
numbers.2,5,18,func_dec->compound->for,1,control,1,0.333,19,21
4.1,6,30,func_dec->compound->for->compound->if,2,control,5,0.667,19,21
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,1.0,19,21
numbers.1,3,35,func_dec,0,dec,3,0.333,19,22
4.1_==.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.667,19,22
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,1.0,19,22
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,1.0,19,24
numbers.2,5,18,func_dec->compound->for,1,control,1,0.143,19,28
2.1_==.1,6,14,func_dec->compound->for->compound->if,2,control,5,0.286,19,28
numbers.2,5,18,func_dec->compound->for,1,control,1,0.429,19,28
2.1_==.1,6,14,func_dec->compound->for->compound->if,2,control,5,0.571,19,28
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.714,19,28
4.1,6,30,func_dec->compound->for->compound->if,2,control,5,0.857,19,28
numbers.2,5,18,func_dec->compound->for,1,control,1,1.0,19,28
num.1,5,12,func_dec->compound->for,1,control,1,0.25,19,29
0.1,4,16,func_dec->compound->dec->var_dec,0,dec,0,0.5,19,29
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.75,19,29
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,1.0,19,29
4.1_%.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.1,19,30
std.1_std::vector<int>.1,3,17,func_dec,0,dec,3,0.2,19,30
numbers.1,3,35,func_dec,0,dec,3,0.3,19,30
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.4,19,30
numbers.1,3,35,func_dec,0,dec,3,0.5,19,30
numbers.1,3,35,func_dec,0,dec,3,0.6,19,30
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.7,19,30
4.1,6,30,func_dec->compound->for->compound->if,2,control,5,0.8,19,30
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.9,19,30
std.1_std::vector<int>.1,3,17,func_dec,0,dec,3,1.0,19,30
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.25,19,31
4.1_%.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.5,19,31
numbers.2,5,18,func_dec->compound->for,1,control,1,0.75,19,31
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,1.0,19,31
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.2,19,33
numbers.1,3,35,func_dec,0,dec,3,0.4,19,33
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.6,19,33
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.8,19,33
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,1.0,19,33
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.2,19,34
numbers.2,5,18,func_dec->compound->for,1,control,1,0.4,19,34
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.6,19,34
num.5,7,23,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.8,19,34
num.3,6,24,func_dec->compound->for->compound->if,2,control,5,1.0,19,34
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,1.0,19,37
std.1_std::vector<int>.1,3,17,func_dec,0,dec,3,0.5,19,38
4.1_==.2,6,30,func_dec->compound->for->compound->if,2,control,5,1.0,19,38
4.1_==.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.5,19,40
0.1,4,16,func_dec->compound->dec->var_dec,0,dec,0,1.0,19,40
numbers.1,3,35,func_dec,0,dec,3,0.333,19,43
4.1_==.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.667,19,43
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,1.0,19,43
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,1.0,19,44
4.1_==.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.5,19,46
numbers.2,5,18,func_dec->compound->for,1,control,1,1.0,19,46
num.3,6,24,func_dec->compound->for->compound->if,2,control,5,0.5,19,50
0.2,6,19,func_dec->compound->for->compound->if,2,control,5,1.0,19,50
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,1.0,19,52
std.1_std::vector<int>.1,3,17,func_dec,0,dec,3,0.333,19,54
0.1,4,16,func_dec->compound->dec->var_dec,0,dec,0,0.667,19,54
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,1.0,19,54
num.2,6,8,func_dec->compound->for->compound->if,2,control,5,1.0,19,55
std.1_std::vector<int>.1,3,17,func_dec,0,dec,3,0.167,19,56
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.333,19,56
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,0.5,19,56
4.1_==.2,6,30,func_dec->compound->for->compound->if,2,control,5,0.667,19,56
0.3,6,35,func_dec->compound->for->compound->if,2,control,5,0.833,19,56
num.6,7,29,func_dec->compound->for->compound->if->compound->coumpund_assign->ref_dec,2,dec,3,1.0,19,56
