token,line,column,semantic,controlnum,feature,complexity,section
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.693
!=.1,4,6,func_dec->compound->while->compound->if,2,control,4,0.699
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.706
/=.1_/.1,7,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.712
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.719
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.725
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.732
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.739
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.745
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.752
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.758
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.765
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.771
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.778
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.784
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.791
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.797
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.804
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.81
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.817
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.824
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.83
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.837
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.843
>.1,3,9,func_dec->compound->while,1,control,1,0.85
2.1,4,8,func_dec->compound->while->compound->if,2,control,4,0.856
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.863
x.3,6,3,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.869
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.876
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.882
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.889
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.895
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.902
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.908
y.3,4,6,func_dec->compound->while->compound->if,2,control,4,0.915
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.922
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.928
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.935
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.941
+=.1,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.948
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.954
0.3,4,11,func_dec->compound->while->compound->if,2,control,4,0.961
2.2,6,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.967
y.3,4,6,func_dec->compound->while->compound->if,2,control,4,0.974
result.2,5,3,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.98
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,0.987
2.3,7,6,func_dec->compound->while->compound->coumpund_assign,1,cal,2,0.993
x.2,5,11,func_dec->compound->while->compound->if->compound->coumpund_assign,2,cal,2,1.0
