node,text,kind,Line,Column,Parental
operator*,:,CursorKind.DECL_REF_EXPR,6,16,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.VAR_DECL(num)->CursorKind.UNEXPOSED_EXPR(operator*)->CursorKind.CALL_EXPR(operator*)->CursorKind.UNEXPOSED_EXPR(operator*)
numList,numList,CursorKind.DECL_REF_EXPR,6,18,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()
"{
  if(num == 0){
  edited.push_front(num);
  }
  }","{
  if(num == 0){
  edited.push_front(num);
  }
  }",CursorKind.COMPOUND_STMT,6,26,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()
"if(num == 0){
  edited.push_front(num);
  }",if,CursorKind.IF_STMT,7,3,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()
num == 0,==,CursorKind.BINARY_OPERATOR,7,6,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()
num,num,CursorKind.UNEXPOSED_EXPR,7,6,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()
num,num,CursorKind.DECL_REF_EXPR,7,6,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR(num)
0,0,CursorKind.INTEGER_LITERAL,7,13,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()
"{
  edited.push_front(num);
  }","{
  edited.push_front(num);
  }",CursorKind.COMPOUND_STMT,7,15,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()
push_front,edited.push_front(num),CursorKind.CALL_EXPR,8,3,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()
push_front,edited.push_front,CursorKind.MEMBER_REF_EXPR,8,10,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CALL_EXPR(push_front)
edited,edited,CursorKind.DECL_REF_EXPR,8,3,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CALL_EXPR(push_front)->CursorKind.MEMBER_REF_EXPR(push_front)
num,num,CursorKind.UNEXPOSED_EXPR,8,21,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CALL_EXPR(push_front)
num,num,CursorKind.DECL_REF_EXPR,8,21,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CALL_EXPR(push_front)->CursorKind.UNEXPOSED_EXPR(num)
"for (int num : numList){
  if (num != 0){
  edited.push_back(num);
  }
  }",for,CursorKind.CXX_FOR_RANGE_STMT,10,5,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()
num,int num :,CursorKind.VAR_DECL,10,14,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()
operator*,:,CursorKind.UNEXPOSED_EXPR,10,18,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.VAR_DECL(num)
operator*,:,CursorKind.CALL_EXPR,10,18,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.VAR_DECL(num)->CursorKind.UNEXPOSED_EXPR(operator*)
__begin1,:,CursorKind.UNEXPOSED_EXPR,10,18,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.VAR_DECL(num)->CursorKind.UNEXPOSED_EXPR(operator*)->CursorKind.CALL_EXPR(operator*)
__begin1,:,CursorKind.DECL_REF_EXPR,10,18,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.VAR_DECL(num)->CursorKind.UNEXPOSED_EXPR(operator*)->CursorKind.CALL_EXPR(operator*)->CursorKind.UNEXPOSED_EXPR(__begin1)
operator*,:,CursorKind.UNEXPOSED_EXPR,10,18,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.VAR_DECL(num)->CursorKind.UNEXPOSED_EXPR(operator*)->CursorKind.CALL_EXPR(operator*)
operator*,:,CursorKind.DECL_REF_EXPR,10,18,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.VAR_DECL(num)->CursorKind.UNEXPOSED_EXPR(operator*)->CursorKind.CALL_EXPR(operator*)->CursorKind.UNEXPOSED_EXPR(operator*)
numList,numList,CursorKind.DECL_REF_EXPR,10,20,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()
"{
  if (num != 0){
  edited.push_back(num);
  }
  }","{
  if (num != 0){
  edited.push_back(num);
  }
  }",CursorKind.COMPOUND_STMT,10,28,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()
"if (num != 0){
  edited.push_back(num);
  }",if,CursorKind.IF_STMT,11,3,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()
num != 0,!=,CursorKind.BINARY_OPERATOR,11,7,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()
num,num,CursorKind.UNEXPOSED_EXPR,11,7,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()
num,num,CursorKind.DECL_REF_EXPR,11,7,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.UNEXPOSED_EXPR(num)
0,0,CursorKind.INTEGER_LITERAL,11,14,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()
"{
  edited.push_back(num);
  }","{
  edited.push_back(num);
  }",CursorKind.COMPOUND_STMT,11,16,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()
push_back,edited.push_back(num),CursorKind.CALL_EXPR,12,3,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()
push_back,edited.push_back,CursorKind.MEMBER_REF_EXPR,12,10,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CALL_EXPR(push_back)
edited,edited,CursorKind.DECL_REF_EXPR,12,3,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CALL_EXPR(push_back)->CursorKind.MEMBER_REF_EXPR(push_back)
num,num,CursorKind.UNEXPOSED_EXPR,12,20,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CALL_EXPR(push_back)
num,num,CursorKind.DECL_REF_EXPR,12,20,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.CALL_EXPR(push_back)->CursorKind.UNEXPOSED_EXPR(num)
return edited,return,CursorKind.RETURN_STMT,14,5,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()
list,edited,CursorKind.CALL_EXPR,14,12,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.RETURN_STMT()
edited,edited,CursorKind.UNEXPOSED_EXPR,14,12,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.RETURN_STMT()->CursorKind.CALL_EXPR(list)
edited,edited,CursorKind.DECL_REF_EXPR,14,12,CursorKind.TRANSLATION_UNIT(stim15.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.RETURN_STMT()->CursorKind.CALL_EXPR(list)->CursorKind.UNEXPOSED_EXPR(edited)
