node,text,kind,Line,Column,Parental
if.1,if.1,CursorKind.IF_STMT,6,5,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()
num.2,num.1,CursorKind.UNEXPOSED_EXPR,6,8,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
2.1,2.1,CursorKind.INTEGER_LITERAL,6,14,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
0.2,0.2,CursorKind.INTEGER_LITERAL,6,19,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
num.3,num.2,CursorKind.UNEXPOSED_EXPR,6,24,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
4.1,4.1,CursorKind.INTEGER_LITERAL,6,30,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
0.3,0.3,CursorKind.INTEGER_LITERAL,6,35,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
output.2,output.1,CursorKind.DECL_REF_EXPR,7,7,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()
num.4,num.3,CursorKind.UNEXPOSED_EXPR,7,17,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
num.5,num.4,CursorKind.UNEXPOSED_EXPR,7,23,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()->CursorKind.BINARY_OPERATOR()
num.6,num.5,CursorKind.UNEXPOSED_EXPR,7,29,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.CXX_FOR_RANGE_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.IF_STMT()->CursorKind.COMPOUND_STMT()->CursorKind.COMPOUND_ASSIGNMENT_OPERATOR()->CursorKind.BINARY_OPERATOR()
return.1,return.1,CursorKind.RETURN_STMT,10,3,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()
output.3,output.2,CursorKind.UNEXPOSED_EXPR,10,10,CursorKind.TRANSLATION_UNIT(stim19.cpp)->CursorKind.FUNCTION_DECL(afunc)->CursorKind.COMPOUND_STMT()->CursorKind.RETURN_STMT()
